idx,label,part,valley_distinct,h,j,dh,dj,t,perp,Dhj,vr,mixlogp,LatAD_pct,USAD_pct,TranAD_pct,AE_pct,IF_pct,linres_pct,maxz_pct
0,0,in_cluster,0,0,9,3.599,4.386,0.915,2.448,3.678,0.157,-24.28,0.5385,0.6428,0.6884,0.5960,0.1980,0.8773,0.7722
1,0,in_cluster,0,0,9,3.858,4.446,0.954,2.639,3.678,0.157,-24.54,0.5953,0.6879,0.7151,0.6603,0.3752,0.8989,0.7722
2,0,in_cluster,0,9,0,3.748,3.937,0.041,2.674,3.678,0.157,-21.68,0.5175,0.7105,0.7365,0.6735,0.4591,0.9243,0.7722
3,0,in_cluster,0,0,9,3.675,4.222,0.963,2.359,3.678,0.157,-23.57,0.2807,0.6796,0.7296,0.5886,0.2012,0.9180,0.7875
4,0,in_cluster,0,0,9,3.724,4.445,0.935,2.552,3.678,0.157,-24.54,0.3987,0.6424,0.7129,0.6371,0.2285,0.9158,0.7875
5,0,in_cluster,0,0,9,2.975,4.380,0.889,1.807,3.678,0.157,-24.25,0.2123,0.6764,0.7261,0.5914,0.1184,0.9038,0.7722
6,0,in_cluster,0,0,9,3.180,4.093,0.916,2.203,3.678,0.157,-23.04,0.1428,0.7090,0.7415,0.6060,0.0919,0.9105,0.7722
7,0,in_cluster,0,0,9,2.731,3.195,0.866,1.768,3.678,0.157,-19.77,0.3491,0.7333,0.7541,0.5962,0.1901,0.9108,0.7722
8,0,in_cluster,0,0,9,3.262,3.333,0.823,2.590,3.678,0.157,-20.21,0.4789,0.7493,0.7705,0.7386,0.3435,0.9015,0.7875
9,0,in_cluster,0,0,9,3.365,3.538,0.820,2.691,3.678,0.157,-20.92,0.5277,0.7670,0.7924,0.7985,0.4753,0.9049,0.7950
10,0,in_cluster,0,0,9,3.515,3.656,0.817,2.664,3.678,0.157,-21.34,0.7428,0.7848,0.8082,0.8187,0.6380,0.9058,0.7693
11,0,in_cluster,0,0,9,4.474,4.588,0.888,3.691,3.678,0.157,-25.19,0.7172,0.7426,0.7595,0.8168,0.4480,0.8928,0.7636
12,0,in_cluster,0,0,9,3.251,3.458,0.948,1.961,3.678,0.157,-20.64,0.2917,0.6315,0.6816,0.5329,0.0767,0.8896,0.7640
13,0,in_cluster,0,9,0,3.247,3.430,0.045,2.095,3.678,0.157,-19.93,0.2615,0.6163,0.6815,0.5031,0.1143,0.8915,0.7837
14,0,in_cluster,0,0,9,3.033,3.740,0.914,1.892,3.678,0.157,-21.65,0.2352,0.6718,0.7198,0.5749,0.1040,0.8931,0.7693
15,0,in_cluster,0,0,9,2.704,3.437,0.896,1.524,3.678,0.157,-20.57,0.1501,0.7072,0.7416,0.5223,0.0234,0.8906,0.7616
16,0,in_cluster,0,0,9,2.896,3.090,0.851,1.859,3.678,0.157,-19.43,0.1880,0.7012,0.7367,0.5201,0.0519,0.8960,0.7577
17,0,in_cluster,0,0,9,3.048,3.228,0.840,2.155,3.678,0.157,-19.87,0.3584,0.7039,0.7372,0.6352,0.1152,0.9240,0.7588
18,0,in_cluster,0,0,9,3.114,3.649,0.818,2.317,3.678,0.157,-21.32,0.3396,0.7185,0.7448,0.6573,0.1127,0.9141,0.7654
19,0,in_cluster,0,0,9,2.959,3.226,0.891,1.758,3.678,0.157,-19.87,0.2666,0.7206,0.7479,0.5736,0.0709,0.8949,0.7654
20,0,in_cluster,0,0,9,2.944,3.909,0.898,1.693,3.678,0.157,-22.30,0.4484,0.6788,0.7205,0.6703,0.1905,0.8841,0.7722
21,0,in_cluster,0,0,9,3.306,3.570,0.929,2.025,3.678,0.157,-21.03,0.3845,0.6313,0.6977,0.5588,0.1816,0.8861,0.7722
22,0,in_cluster,0,0,9,3.121,3.480,0.940,1.876,3.678,0.157,-20.72,0.2972,0.6721,0.7260,0.5731,0.1228,0.9154,0.7722
23,0,in_cluster,0,0,9,3.515,4.234,0.874,2.725,3.678,0.157,-23.63,0.6807,0.7305,0.7628,0.7591,0.3751,0.9053,0.7722
24,0,in_cluster,0,0,9,3.158,3.514,0.869,2.101,3.678,0.157,-20.83,0.2743,0.7294,0.7630,0.5442,0.1135,0.9113,0.7722
25,0,in_cluster,0,0,9,3.105,3.647,0.946,1.792,3.678,0.157,-21.31,0.1461,0.6736,0.7331,0.4763,0.0131,0.9201,0.7654
26,0,in_cluster,0,0,9,3.106,3.928,0.922,1.844,3.678,0.157,-22.37,0.3320,0.6392,0.7220,0.6042,0.1406,0.9056,0.7854
27,0,in_cluster,0,0,9,3.084,3.980,0.905,1.927,3.678,0.157,-22.58,0.3383,0.6643,0.7318,0.5612,0.0997,0.9132,0.8060
28,0,in_cluster,0,0,9,2.746,3.574,0.896,1.535,3.678,0.157,-21.05,0.2809,0.7239,0.7558,0.5081,0.0616,0.9241,0.7605
29,0,in_cluster,0,0,9,2.823,3.758,0.891,1.820,3.678,0.157,-21.72,0.4203,0.7399,0.7700,0.6372,0.1076,0.9389,0.7575
30,0,in_cluster,0,0,9,2.860,2.879,0.871,1.752,3.678,0.157,-18.81,0.2759,0.7393,0.7726,0.5821,0.1300,0.9278,0.7571
31,0,in_cluster,0,9,0,3.242,3.451,0.085,2.377,3.678,0.157,-19.92,0.4006,0.7124,0.7555,0.5700,0.0676,0.9231,0.7565
32,0,in_cluster,0,0,9,2.793,3.813,0.903,1.500,3.678,0.157,-21.93,0.1290,0.6897,0.7458,0.5019,0.0075,0.9372,0.7565
33,0,in_cluster,0,0,9,3.253,4.038,0.869,2.418,3.678,0.157,-22.81,0.4938,0.7460,0.7822,0.6688,0.1265,0.9339,0.7575
34,0,in_cluster,0,0,9,3.131,3.630,0.842,2.192,3.678,0.157,-21.25,0.2981,0.7474,0.7802,0.6577,0.1705,0.9382,0.7616
35,0,in_cluster,0,9,0,3.211,3.402,0.117,2.393,3.678,0.157,-19.81,0.4506,0.7149,0.7492,0.6517,0.1319,0.9484,0.7588
36,0,in_cluster,0,0,9,2.901,3.396,0.923,1.527,3.678,0.157,-20.43,0.1978,0.6896,0.7420,0.4533,0.0040,0.9361,0.7577
37,0,in_cluster,0,0,9,2.620,4.717,0.829,1.544,3.678,0.157,-25.79,0.4095,0.7044,0.7506,0.6042,0.1369,0.9187,0.7563
38,0,in_cluster,0,0,9,2.563,5.082,0.778,1.762,3.678,0.157,-27.57,0.7236,0.7421,0.7744,0.7136,0.3050,0.9220,0.7571
39,0,in_cluster,0,0,9,3.110,3.378,0.869,2.040,3.678,0.157,-20.36,0.4788,0.7390,0.7692,0.6030,0.1725,0.9383,0.7588
40,0,in_cluster,0,0,9,2.804,3.313,0.907,1.421,3.678,0.157,-20.15,0.1793,0.6848,0.7286,0.4584,0.0152,0.9331,0.7567
41,0,in_cluster,0,0,9,2.303,5.390,0.803,0.979,3.678,0.157,-29.11,0.5611,0.6683,0.7078,0.5810,0.0962,0.9417,0.7563
42,0,in_cluster,0,0,9,2.578,4.924,0.808,1.581,3.678,0.157,-26.78,0.4475,0.6956,0.7324,0.5799,0.1017,0.9387,0.7566
43,0,in_cluster,0,0,9,2.777,3.563,0.823,1.867,3.678,0.157,-21.01,0.7337,0.7473,0.7799,0.7304,0.3100,0.9360,0.7571
44,0,in_cluster,0,0,9,3.123,4.301,0.762,2.457,3.678,0.157,-23.91,0.6737,0.7652,0.7911,0.7567,0.2902,0.9468,0.7563
45,0,in_cluster,0,0,9,3.110,4.099,0.769,2.375,3.678,0.157,-23.06,0.5387,0.7443,0.7600,0.7484,0.2535,0.9489,0.7561
46,0,in_cluster,0,0,9,3.134,4.045,0.797,2.348,3.678,0.157,-22.84,0.3426,0.7251,0.7410,0.6838,0.1752,0.9478,0.7562
47,0,in_cluster,0,0,9,2.833,4.025,0.845,1.702,3.678,0.157,-22.76,0.5038,0.7235,0.7433,0.5346,0.0746,0.9420,0.7560
48,0,in_cluster,0,0,9,2.679,4.691,0.874,1.333,3.678,0.157,-25.66,0.4150,0.7031,0.7285,0.5487,0.0196,0.9204,0.7559
49,0,in_cluster,0,0,9,2.404,5.671,0.813,1.212,3.678,0.157,-30.48,0.2946,0.7024,0.7294,0.5617,0.0516,0.9177,0.7558
50,0,in_cluster,0,0,9,2.413,5.037,0.815,1.202,3.678,0.157,-27.34,0.2596,0.7215,0.7446,0.5643,0.0576,0.9337,0.7556
51,0,in_cluster,0,0,9,2.561,4.610,0.853,1.229,3.678,0.157,-25.29,0.4036,0.6955,0.7281,0.5676,0.0818,0.9446,0.7556
52,0,in_cluster,0,0,9,2.630,5.163,0.853,1.303,3.678,0.157,-27.98,0.5209,0.6435,0.7017,0.5776,0.1368,0.9416,0.7551
53,0,in_cluster,0,0,9,2.808,5.676,0.834,1.565,3.678,0.157,-30.67,0.6115,0.6030,0.6791,0.5538,0.1116,0.9414,0.7537
54,0,in_cluster,0,0,9,2.907,5.535,0.840,1.946,3.678,0.157,-29.94,0.4349,0.6604,0.7088,0.5458,0.0383,0.9340,0.7373
55,0,in_cluster,0,0,9,2.749,4.463,0.843,1.670,3.678,0.157,-24.62,0.4729,0.7240,0.7467,0.6282,0.0668,0.9204,0.7363
56,0,in_cluster,0,0,9,3.325,4.322,0.889,2.283,3.678,0.157,-24.00,0.6104,0.7006,0.7275,0.6179,0.0744,0.9412,0.7367
57,0,in_cluster,0,0,9,2.705,4.175,0.902,1.289,3.678,0.157,-23.38,0.2159,0.6833,0.7102,0.4884,0.0191,0.9580,0.7370
58,0,in_cluster,0,0,9,3.069,5.134,0.815,2.314,3.678,0.157,-27.83,0.7449,0.7426,0.7546,0.7330,0.2209,0.9540,0.7376
59,0,in_cluster,0,0,9,2.849,5.076,0.730,2.254,3.678,0.157,-27.54,0.6963,0.7649,0.7772,0.7587,0.3162,0.9504,0.7368
60,0,in_cluster,0,0,9,3.166,4.255,0.778,2.388,3.678,0.157,-23.71,0.2327,0.7581,0.7606,0.6626,0.1310,0.9576,0.7364
61,0,in_cluster,0,0,9,3.138,4.313,0.790,2.279,3.678,0.157,-23.96,0.6449,0.7343,0.7273,0.7194,0.2249,0.9592,0.7377
62,0,in_cluster,0,0,9,2.864,4.853,0.861,1.727,3.678,0.157,-26.44,0.5696,0.6935,0.6941,0.6044,0.0412,0.9483,0.7371
63,0,in_cluster,0,0,9,2.807,5.133,0.849,1.545,3.678,0.157,-27.83,0.7225,0.6469,0.6723,0.6277,0.2205,0.9428,0.7362
64,0,in_cluster,0,0,9,2.689,5.601,0.821,1.517,3.678,0.157,-30.25,0.4743,0.6773,0.7008,0.5283,0.1007,0.9392,0.7366
65,0,in_cluster,0,0,9,2.546,5.213,0.837,1.411,3.678,0.157,-28.23,0.3603,0.7005,0.7234,0.6107,0.0637,0.9364,0.7368
66,0,in_cluster,0,0,9,2.703,5.083,0.806,1.762,3.678,0.157,-27.57,0.4334,0.6889,0.7169,0.5845,0.0948,0.9486,0.7365
67,0,in_cluster,0,0,9,2.804,5.094,0.862,1.595,3.678,0.157,-27.63,0.5774,0.6809,0.7121,0.5564,0.0284,0.9536,0.7355
68,0,in_cluster,0,0,9,3.100,4.793,0.888,1.943,3.678,0.157,-26.15,0.5855,0.6296,0.6779,0.6174,0.1022,0.9505,0.7347
69,0,in_cluster,0,0,9,3.525,4.801,0.883,2.328,3.678,0.157,-26.19,0.6791,0.6004,0.6694,0.5970,0.2115,0.9345,0.7352
70,0,in_cluster,0,0,9,3.078,4.146,0.889,1.719,3.678,0.157,-23.26,0.5591,0.6137,0.6822,0.5165,0.1120,0.9401,0.7359
71,0,in_cluster,0,0,9,2.938,4.870,0.881,1.806,3.678,0.157,-26.52,0.4126,0.6634,0.7066,0.5301,0.0455,0.9216,0.7349
72,0,in_cluster,0,0,9,2.697,4.413,0.888,1.294,3.678,0.157,-24.40,0.1292,0.6968,0.7312,0.4354,0.0020,0.9159,0.7344
73,0,in_cluster,0,0,2,3.112,4.931,0.665,2.917,3.712,0.136,-27.10,0.3337,0.6587,0.7049,0.5156,0.0308,0.9480,0.7345
74,0,in_cluster,0,0,2,3.338,5.388,0.648,2.862,3.712,0.136,-30.47,0.4628,0.6214,0.6769,0.4549,0.1026,0.9461,0.7336
75,0,in_cluster,0,0,9,3.456,5.905,0.828,2.416,3.678,0.157,-32.04,0.5406,0.6269,0.6805,0.5397,0.2055,0.9358,0.7332
76,0,in_cluster,0,0,10,3.530,5.343,0.731,2.888,3.410,0.177,-29.86,0.6196,0.6358,0.6812,0.5703,0.2951,0.9291,0.7309
77,0,in_cluster,0,0,10,3.845,5.895,0.721,3.106,3.410,0.177,-34.98,0.7992,0.6416,0.6838,0.7359,0.6598,0.9161,0.7316
78,0,in_cluster,0,0,10,3.783,5.124,0.761,2.995,3.410,0.177,-32.42,0.7376,0.6360,0.6845,0.6987,0.5462,0.9157,0.7302
79,0,in_cluster,0,0,10,2.987,4.435,0.776,2.442,3.410,0.177,-28.93,0.6489,0.6282,0.6866,0.6285,0.3884,0.9015,0.7313
80,0,in_cluster,0,0,2,2.989,4.271,0.841,2.210,3.712,0.136,-27.14,0.8814,0.6641,0.7150,0.8534,0.4042,0.8413,0.7323
81,0,in_cluster,0,0,2,2.621,4.024,0.704,2.100,3.712,0.136,-26.14,0.8668,0.6978,0.7395,0.8379,0.3921,0.8624,0.7302
82,0,in_cluster,0,0,1,2.845,3.798,0.788,1.922,3.634,0.131,-26.77,0.4935,0.6934,0.7340,0.5373,0.2547,0.9450,0.7319
83,0,in_cluster,0,0,10,2.861,4.627,0.632,2.308,3.410,0.177,-28.93,0.6989,0.6663,0.7194,0.6293,0.3268,0.9459,0.7336
84,0,in_cluster,0,0,10,2.384,4.574,0.675,1.715,3.410,0.177,-29.20,0.7436,0.6318,0.6980,0.6319,0.2807,0.9262,0.7332
